node_id,  x,  y,  z,  neighbor_id,  flow,  pressure drop
    260,  913.00, 3947.33,  720.33,          386,    1.338540,     32.1229
    260,  913.00, 3947.33,  720.33,          283,   -0.135085,     32.1229
    261,  900.00, 3947.33,  720.67,          312,    2.294639,     31.9795
    261,  900.00, 3947.33,  720.67,          262,   -0.114509,     31.9795
    262,  904.50, 3956.00,  720.00,          314,    0.556170,     32.0464
    263,  907.00, 3963.00,  721.00,          341,   -0.050505,     32.0669
    264,  952.67, 3962.33,  720.33,          388,    0.485667,     32.6328
    265,  882.00, 3965.75,  720.25,          271,    0.138837,     32.0813
    265,  882.00, 3965.75,  720.25,          315,    1.832196,     32.0813
    265,  882.00, 3965.75,  720.25,          273,   -0.666461,     32.0813
    266,  905.33, 3982.67,  720.67,          321,    0.136857,     32.5524
    266,  905.33, 3982.67,  720.67,          289,    0.044862,     32.5524
    267,  932.00, 3983.00,  721.00,          290,    0.301501,     32.6902
    267,  932.00, 3983.00,  721.00,          268,    0.069703,     32.6902
    268,  922.00, 3988.00,  721.00,          291,    1.800367,     32.6810
    269,  963.00, 3908.00,  722.00,          294,    0.740215,     34.1274
    270,  925.25, 3951.00,  721.00,          313,    1.106505,     32.3874
    270,  925.25, 3951.00,  721.00,          298,    1.048823,     32.3874
    271,  889.00, 3964.00,  722.00,          284,    0.818484,     32.0197
    272,  922.75, 3964.25,  721.75,          316,    3.483171,     32.2608
    272,  922.75, 3964.25,  721.75,          300,   -1.159262,     32.2608
    273,  879.00, 3974.00,  722.00,          318,    0.225533,     32.1516
    273,  879.00, 3974.00,  722.00,          275,   -0.891997,     32.1516
    274,  969.83, 3974.00,  720.83,          410,    1.147969,     33.0899
    274,  969.83, 3974.00,  720.83,          319,    1.319692,     33.0899
    275,  881.25, 3977.25,  721.00,          381,    1.029222,     32.1945
    276,  899.00, 3978.00,  722.00,          372,   -0.163739,     32.2147
    277,  883.67, 3986.67,  721.33,          383,    0.749571,     32.3813
    278,  967.00, 3995.00,  722.00,          373,    2.043190,     33.3904
    278,  967.00, 3995.00,  722.00,          302,   -1.191982,     33.3904
    279,  906.00, 4000.00,  722.00,          292,    8.041944,     33.5831
    279,  906.00, 4000.00,  722.00,          347,    1.840790,     33.5831
    280,  976.00, 4002.00,  722.00,          281,    0.109028,     33.8309
    281,  972.00, 4006.00,  722.00,          303,    0.109030,     33.8236
    282,  955.67, 3926.67,  722.33,          428,    3.161126,     33.7557
    283,  914.50, 3954.50,  722.50,          316,   -0.185991,     32.1351
    283,  914.50, 3954.50,  722.50,          298,   -0.087669,     32.1351
    284,  890.00, 3962.00,  723.00,          358,    1.013666,     31.9961
    285,  936.25, 3963.25,  722.75,          299,    1.572419,     32.3566
    285,  936.25, 3963.25,  722.75,          286,   -0.734247,     32.3566
    286,  942.50, 3966.50,  722.50,          419,    2.188435,     32.4176
    287,  955.67, 3975.33,  722.33,          320,    3.572546,     32.5802
    288,  941.00, 3976.50,  722.00,          344,    0.100874,     32.6338
    289,  909.33, 3978.33,  722.33,          342,    0.140008,     32.2896
    290,  921.00, 3980.00,  723.00,          342,    0.514627,     32.4818
    290,  921.00, 3980.00,  723.00,          301,   -0.213128,     32.4818
    291,  920.00, 3989.00,  723.00,          301,    0.833566,     32.6173
    291,  920.00, 3989.00,  723.00,          399,    0.966800,     32.6173
    292,  902.00, 4000.00,  723.00,          401,    4.771487,     33.1921
    293,  893.00, 4004.00,  723.00,          374,    1.765080,     32.6001
    294,  963.00, 3912.00,  724.00,          307,    0.177936,     33.9297
    294,  963.00, 3912.00,  724.00,          366,    0.562280,     33.9297
    295,  916.00, 3941.00,  724.00,          356,    2.861317,     32.1358
    295,  916.00, 3941.00,  724.00,          296,   -2.973900,     32.1358
    296,  919.33, 3941.00,  723.67,          313,   -0.267359,     32.2532
    297,  884.00, 3942.00,  724.00,          358,    1.129228,     31.9778
    297,  884.00, 3942.00,  724.00,          311,    2.880410,     31.9778
    298,  923.00, 3952.00,  724.00,          378,    0.961155,     32.1444
    299,  933.00, 3966.00,  724.00,          411,    1.453957,     32.2743
    299,  933.00, 3966.00,  724.00,          317,    0.118464,     32.2743
    300,  927.67, 3967.33,  723.67,          317,    1.324095,     32.2873
    301,  917.00, 3986.00,  724.00,          321,    0.620442,     32.5744
    302,  971.00, 3998.67,  723.67,          365,   -0.109029,     33.7945
    303,  970.00, 4005.00,  724.00,          365,    0.109011,     33.8041
    304,  928.00, 3909.00,  725.00,          351,    2.990052,     33.0747
    304,  928.00, 3909.00,  725.00,          350,    0.748681,     33.0747
    305,  891.33, 3911.00,  724.67,          323,   -1.517809,     31.9389
    305,  891.33, 3911.00,  724.67,          352,    3.264775,     31.9389
    306,  952.00, 3913.00,  724.00,          366,   18.552411,     34.0134
    306,  952.00, 3913.00,  724.00,          332,    1.442655,     34.0134
    306,  952.00, 3913.00,  724.00,          331,    3.773755,     34.0134
    307,  965.33, 3914.33,  724.67,          449,    1.042490,     33.9227
    308,  946.00, 3932.00,  725.00,          369,    0.701228,     33.0311
    308,  946.00, 3932.00,  725.00,          335,    1.207015,     33.0311
    309,  924.67, 3933.33,  724.33,          402,    0.380896,     32.5857
    310,  970.00, 3934.00,  725.00,          326,    0.206878,     32.5798
    310,  970.00, 3934.00,  725.00,          333,    0.060263,     32.5798
    311,  887.00, 3937.00,  725.00,          327,    2.794951,     31.7768
    311,  887.00, 3937.00,  725.00,          312,    0.085461,     31.7768
    312,  898.00, 3941.00,  725.00,          336,    2.380096,     31.7650
    313,  923.00, 3943.00,  725.00,          357,    0.839145,     32.2671
    314,  900.00, 3959.00,  725.00,          405,    3.489193,     31.8019
    315,  880.00, 3962.00,  725.00,          379,    2.057730,     31.9435
    315,  880.00, 3962.00,  725.00,          362,   -0.225534,     31.9435
    316,  914.33, 3961.67,  724.67,          341,    3.297176,     32.1403
    317,  930.00, 3965.00,  725.00,          387,    1.442560,     32.2697
    318,  878.00, 3973.00,  725.00,          362,    0.225534,     32.1069
    319,  976.67, 3975.67,  724.67,          343,    1.319692,     32.4587
    320,  956.00, 3979.50,  724.50,          322,    0.711898,     32.5174
    320,  956.00, 3979.50,  724.50,          391,    7.030392,     32.5174
    321,  907.50, 3986.50,  724.50,          382,    1.910287,     32.5047
    322,  958.00, 3991.00,  725.00,          373,    1.668154,     32.4193
    323,  896.67, 3909.67,  725.33,          324,   -1.517808,     32.0380
    324,  900.67, 3911.00,  725.33,          448,    2.818064,     32.1135
    325,  921.67, 3918.67,  725.33,          376,    1.870655,     32.5589
    325,  921.67, 3918.67,  725.33,          350,   -0.748681,     32.5589
    326,  966.00, 3932.00,  726.00,          377,    0.267142,     32.5232
    326,  966.00, 3932.00,  726.00,          354,   -0.060265,     32.5232
    327,  882.67, 3932.67,  726.00,          367,    2.794946,     31.7121
    328,  937.00, 3938.00,  726.00,          329,    1.598476,     32.8461
    328,  937.00, 3938.00,  726.00,          369,   -0.227147,     32.8461
    329,  933.67, 3943.67,  726.00,          357,    0.553982,     32.2184
    329,  933.67, 3943.67,  726.00,          340,    1.044494,     32.2184
    330,  944.25, 3947.50,  725.75,          395,    0.455050,     32.1486
    330,  944.25, 3947.50,  725.75,          340,    0.824195,     32.1486
    330,  944.25, 3947.50,  725.75,          370,   -0.800838,     32.1486
    332,  948.00, 3919.00,  727.00,          368,    0.964163,     33.3408
    332,  948.00, 3919.00,  727.00,          369,    0.478492,     33.3408
    333,  974.00, 3932.00,  727.00,          354,    0.060265,     32.5763
    334,  907.33, 3936.67,  726.33,          336,    2.165969,     31.7764
    334,  907.33, 3936.67,  726.33,          356,   -2.502545,     31.7764
    334,  907.33, 3936.67,  726.33,          355,    0.336576,     31.7764
    335,  952.00, 3940.00,  727.00,          519,    0.457041,     32.2963
    335,  952.00, 3940.00,  727.00,          338,    0.749973,     32.2963
    336,  902.67, 3940.33,  726.67,          416,    4.546070,     31.6247
    337,  959.67, 3942.00,  726.67,          339,    0.768469,     32.3478
    337,  959.67, 3942.00,  726.67,          377,   -0.341813,     32.3478
    338,  952.00, 3943.00,  727.00,          370,    1.641822,     32.2698
    338,  952.00, 3943.00,  727.00,          339,   -0.891853,     32.2698
    339,  954.00, 3944.00,  727.00,          404,   -0.123380,     32.2933
    340,  942.00, 3945.00,  727.00,          453,    1.868686,     32.1138
    341,  912.00, 3964.00,  727.00,          435,    3.246671,     32.0906
    342,  914.33, 3977.00,  726.33,          390,    0.654635,     32.2350
    343,  976.00, 3981.00,  727.00,          398,    1.319692,     32.3676
    344,  942.50, 3983.33,  725.50,          499,    0.779455,     32.5867
    344,  942.50, 3983.33,  725.50,          345,    1.397485,     32.5867
    345,  939.00, 3986.00,  727.00,          400,    1.032037,     32.1987
    345,  939.00, 3986.00,  727.00,          411,    0.365447,     32.1987
    346,  882.33, 3997.67,  726.67,          374,    1.501327,     33.1296
    347,  908.00, 4004.50,  726.50,          445,    1.079826,     32.8500
    347,  908.00, 4004.50,  726.50,          412,    0.760965,     32.8500
    348,  921.00, 4004.50,  726.00,          363,   -1.187039,     32.4465
    348,  921.00, 4004.50,  726.00,          413,    1.187041,     32.4465
    349,  944.00, 4006.00,  727.00,          426,    1.170066,     33.1797
    351,  931.00, 3909.00,  728.00,          392,    2.990053,     32.3173
    352,  887.00, 3911.00,  728.00,          534,    1.473350,     31.7284
    352,  887.00, 3911.00,  728.00,          353,    1.791426,     31.7284
    353,  881.00, 3915.00,  728.00,          367,    1.791426,     31.5761
    355,  907.33, 3929.33,  727.67,          385,   -0.771913,     31.6265
    355,  907.33, 3929.33,  727.67,          451,    1.108488,     31.6265
    356,  912.67, 3938.33,  727.67,          415,    0.358773,     31.9459
    357,  930.00, 3944.00,  728.00,          417,    1.393129,     32.1911
    358,  886.00, 3951.00,  728.00,          379,    2.142896,     31.8439
    359,  972.67, 3952.33,  727.33,          394,    0.850281,     32.4668
    360,  965.67, 3952.67,  727.67,          371,   -1.864877,     32.0133
    360,  965.67, 3952.67,  727.67,          526,    2.982844,     32.0133
    361,  966.67, 3957.33,  728.00,          407,    1.421997,     32.4209
    361,  966.67, 3957.33,  728.00,          371,    1.089259,     32.4209
    363,  926.00, 4002.50,  725.60,          425,    4.945256,     32.8292
    363,  926.00, 4002.50,  725.60,          413,    0.677159,     32.8292
    363,  926.00, 4002.50,  725.60,          375,    1.827726,     32.8292
    364,  956.00, 4004.00,  728.00,          502,    1.289189,     32.9874
    364,  956.00, 4004.00,  728.00,          384,    5.412249,     32.9874
    366,  955.33, 3914.33,  728.33,          428,   19.114690,     33.6240
    367,  881.00, 3918.00,  729.00,          463,    4.586374,     31.5550
    368,  938.00, 3918.33,  728.33,          402,    3.867454,     33.2258
    369,  945.00, 3930.50,  728.50,          609,    0.952574,     32.9986
    370,  949.67, 3944.00,  728.33,          466,    0.840988,     32.2143
    371,  968.00, 3955.00,  729.00,          394,   -0.775610,     32.4092
    372,  902.00, 3980.33,  728.67,          397,    0.821537,     32.2897
    372,  902.00, 3980.33,  728.67,          382,   -0.985277,     32.2897
    373,  961.00, 3993.00,  728.00,          472,    3.125846,     32.3270
    373,  961.00, 3993.00,  728.00,          502,    2.159987,     32.3270
    374,  889.67, 3999.33,  728.67,          501,    3.266406,     32.4322
    375,  922.00, 4000.00,  729.00,          413,    0.605912,     32.7039
    375,  922.00, 4000.00,  729.00,          458,    1.221813,     32.7039
    376,  922.00, 3921.00,  730.00,          393,   -0.502609,     31.9752
    376,  922.00, 3921.00,  730.00,          385,    2.373264,     31.9752
    377,  962.33, 3940.67,  729.33,          394,   -0.074673,     32.3639
    378,  930.00, 3953.00,  730.00,          418,    0.447473,     31.6123
    378,  930.00, 3953.00,  730.00,          417,    0.513682,     31.6123
    379,  882.67, 3954.33,  729.33,          455,    4.200627,     31.7202
    380,  955.00, 3956.00,  730.00,          420,    2.238220,     32.4296
    380,  955.00, 3956.00,  730.00,          404,    0.225942,     32.4296
    381,  888.00, 3976.00,  730.00,          440,   -2.848191,     32.0571
    381,  888.00, 3976.00,  730.00,          409,    3.877413,     32.0571
    382,  903.00, 3983.00,  730.00,          423,    0.925005,     32.3263
    383,  894.33, 3985.67,  729.33,          513,    0.798259,     32.2631
    383,  894.33, 3985.67,  729.33,          423,   -0.048688,     32.2631
    384,  954.00, 4006.00,  730.00,          426,    5.412249,     32.7663
    385,  913.00, 3925.00,  731.00,          488,    1.601354,     31.6981
    386,  911.67, 3950.00,  730.67,          416,    1.234271,     31.2634
    386,  911.67, 3950.00,  730.67,          403,    0.104268,     31.2634
    387,  931.00, 3966.00,  731.00,          436,    1.341645,     32.1648
    387,  931.00, 3966.00,  731.00,          419,    0.100915,     32.1648
    388,  956.33, 3965.67,  730.67,          420,    0.152740,     32.3005
    388,  956.33, 3965.67,  730.67,          408,    0.332925,     32.3005
    389,  902.67, 3970.67,  730.67,          396,   -0.341159,     31.8792
    389,  902.67, 3970.67,  730.67,          435,    1.822642,     31.8792
    390,  913.33, 3976.33,  730.67,          437,    0.414836,     32.0592
    390,  913.33, 3976.33,  730.67,          511,    0.239799,     32.0592
    391,  958.50, 3977.17,  730.00,          439,    6.183055,     32.3475
    391,  958.50, 3977.17,  730.00,          408,    0.612196,     32.3475
    391,  958.50, 3977.17,  730.00,          410,    0.235146,     32.3475
    392,  930.00, 3913.00,  732.00,          461,    1.430034,     32.1148
    392,  930.00, 3913.00,  732.00,          393,    1.560019,     32.1148
    393,  926.00, 3917.00,  732.00,          450,    1.057410,     32.0107
    395,  945.00, 3954.00,  732.00,          467,    0.931907,     31.9028
    395,  945.00, 3954.00,  732.00,          434,   -0.476856,     31.9028
    396,  903.00, 3974.00,  732.00,          437,    0.876966,     31.9526
    396,  903.00, 3974.00,  732.00,          397,   -1.218123,     31.9526
    397,  900.00, 3976.00,  732.00,          409,   -0.396586,     32.0043
    398,  973.00, 3985.00,  732.00,          444,    1.054343,     32.2575
    398,  973.00, 3985.00,  732.00,          446,    0.265350,     32.2575
    399,  927.50, 3987.50,  731.50,          422,    2.134195,     31.9573
    399,  927.50, 3987.50,  731.50,          400,   -1.633343,     31.9573
    399,  927.50, 3987.50,  731.50,          424,    0.465949,     31.9573
    400,  934.00, 3991.00,  731.00,          486,    0.453541,     32.0998
    400,  934.00, 3991.00,  731.00,          425,   -1.054848,     32.0998
    401,  902.00, 3993.00,  732.00,          423,    3.893145,     32.5505
    401,  902.00, 3993.00,  732.00,          473,    0.878342,     32.5505
    402,  929.50, 3930.00,  732.50,          430,    3.284751,     32.5405
    402,  929.50, 3930.00,  732.50,          415,    0.963598,     32.5405
    403,  914.67, 3952.33,  733.00,          406,   -0.137780,     31.2580
    403,  914.67, 3952.33,  733.00,          492,    0.242047,     31.2580
    404,  957.00, 3953.67,  732.33,          528,    0.102562,     32.3776
    405,  902.00, 3957.00,  733.00,          433,    0.952429,     31.4528
    405,  902.00, 3957.00,  733.00,          432,    2.536762,     31.4528
    406,  922.00, 3959.00,  733.00,          441,    0.195529,     31.3395
    406,  922.00, 3959.00,  733.00,          418,   -0.333310,     31.3395
    407,  963.00, 3966.00,  733.00,          408,   -0.945125,     32.2421
    407,  963.00, 3966.00,  733.00,          421,    2.367121,     32.2421
    409,  895.33, 3975.33,  732.33,          497,    3.480823,     32.0113
    410,  966.67, 3978.00,  732.33,          443,    1.383115,     32.2277
    411,  934.60, 3979.80,  732.20,          470,    1.148086,     31.9977
    411,  934.60, 3979.80,  732.20,          438,    0.317489,     31.9977
    411,  934.60, 3979.80,  732.20,          456,    0.353826,     31.9977
    412,  911.33, 4007.00,  732.67,          413,    0.760964,     32.5119
    413,  918.90, 4006.30,  730.80,          594,    3.231082,     32.4417
    414,  941.00, 3910.00,  734.00,          462,   -0.466005,     31.3783
    414,  941.00, 3910.00,  734.00,          642,    0.466005,     31.3783
    415,  921.00, 3937.00,  734.00,          507,    1.322372,     31.9012
    416,  904.38, 3946.62,  732.88,          491,    3.233608,     31.1421
    416,  904.38, 3946.62,  732.88,          431,    0.650491,     31.1421
    416,  904.38, 3946.62,  732.88,          522,    2.253385,     31.1421
    416,  904.38, 3946.62,  732.88,          432,   -0.357144,     31.1421
    417,  931.25, 3950.75,  732.75,          493,    0.571698,     31.4968
    417,  931.25, 3950.75,  732.75,          454,    1.301311,     31.4968
    417,  931.25, 3950.75,  732.75,          539,    0.033804,     31.4968
    418,  927.00, 3955.00,  734.00,          454,    0.114162,     31.4684
    419,  939.50, 3961.25,  733.00,          480,    1.928970,     32.1050
    419,  939.50, 3961.25,  733.00,          434,    0.360375,     32.1050
    420,  952.67, 3961.67,  733.33,          442,    2.390956,     32.2454
    421,  966.00, 3967.00,  734.00,          496,    0.153689,     32.1495
    421,  966.00, 3967.00,  734.00,          495,    2.213433,     32.1495
    422,  924.00, 3984.00,  734.00,          545,    2.393143,     31.8178
    422,  924.00, 3984.00,  734.00,          438,   -0.258946,     31.8178
    423,  901.00, 3987.00,  733.00,          605,    4.769462,     32.2675
    424,  922.00, 3991.00,  734.00,          458,   -0.060640,     31.7631
    424,  922.00, 3991.00,  734.00,          445,    0.526589,     31.7631
    425,  931.00, 3998.00,  734.00,          517,    3.890410,     32.2016
    426,  951.67, 4003.67,  733.67,          459,    6.582314,     32.4515
    427,  958.33, 3910.33,  734.67,          428,  -18.020989,     33.0008
    428,  958.40, 3915.80,  734.00,          505,    3.884931,     33.1526
    428,  958.40, 3915.80,  734.00,          449,    0.369891,     33.1526
    429,  896.00, 3921.00,  734.25,          535,   -0.422252,     30.8868
    429,  896.00, 3921.00,  734.25,          476,    0.959293,     30.8868
    429,  896.00, 3921.00,  734.25,          504,   -1.293582,     30.8868
    429,  896.00, 3921.00,  734.25,          474,    0.756544,     30.8868
    430,  931.00, 3928.00,  735.00,          450,    0.290533,     31.8472
    430,  931.00, 3928.00,  735.00,          465,    2.994218,     31.8472
    431,  896.67, 3948.33,  734.33,          433,   -0.672635,     30.8303
    431,  896.67, 3948.33,  734.33,          508,    1.323125,     30.8303
    432,  904.00, 3957.00,  735.00,          468,    2.179617,     31.3682
    433,  898.33, 3957.67,  735.00,          481,    0.279795,     31.2122
    434,  944.33, 3959.67,  734.67,          442,   -0.116479,     32.0822
    435,  906.50, 3966.25,  734.25,          481,    1.269434,     31.7317
    435,  906.50, 3966.25,  734.25,          563,    3.799878,     31.7317
    436,  927.50, 3968.50,  734.25,          441,    0.875715,     31.7331
    436,  927.50, 3968.50,  734.25,          438,   -0.171969,     31.7331
    436,  927.50, 3968.50,  734.25,          543,    0.637899,     31.7331
    437,  908.00, 3976.00,  735.00,          498,    1.291802,     31.8888
    438,  926.50, 3978.50,  734.50,          456,   -0.113424,     31.8363
    439,  954.00, 3977.67,  734.67,          482,    5.693587,     32.1975
    439,  954.00, 3977.67,  734.67,          471,    0.489474,     32.1975
    440,  881.00, 3979.25,  734.00,          514,    4.620859,     32.3491
    440,  881.00, 3979.25,  734.00,          483,   -7.469047,     32.3491
    441,  923.00, 3962.33,  735.33,          469,    1.071243,     31.3298
    442,  948.00, 3963.00,  736.00,          482,    2.274476,     32.0893
    443,  968.67, 3978.33,  735.67,          457,    0.070128,     32.1641
    443,  968.67, 3978.33,  735.67,          496,    1.312990,     32.1641
    444,  973.00, 3983.00,  736.00,          457,    1.054343,     32.2019
    445,  917.00, 3990.00,  736.00,          545,    1.606413,     31.5909
    447,  939.67, 4007.67,  736.00,          548,    1.413203,     32.8305
    448,  907.33, 3908.33,  736.33,          460,    2.818063,     31.6769
    449,  965.00, 3912.00,  737.00,          609,    1.412384,     33.1413
    450,  928.33, 3918.33,  736.67,          518,    1.347943,     31.6708
    451,  906.00, 3926.00,  737.00,          506,    0.297338,     30.9648
    451,  906.00, 3926.00,  737.00,          489,    0.811155,     30.9648
    452,  883.00, 3927.00,  737.00,          538,    0.261354,     30.7942
    452,  883.00, 3927.00,  737.00,          463,   -0.459420,     30.7942
    452,  883.00, 3927.00,  737.00,          464,    0.198066,     30.7942
    453,  946.00, 3938.00,  737.00,          555,   -0.664615,     31.8307
    453,  946.00, 3938.00,  737.00,          478,    2.533302,     31.8307
    454,  930.00, 3951.00,  737.00,          492,    1.415472,     31.4287
    455,  886.67, 3959.33,  736.67,          532,    1.529479,     31.2379
    455,  886.67, 3959.33,  736.67,          510,    2.671150,     31.2379
    456,  929.00, 3979.00,  737.00,          511,    0.240400,     31.8410
    457,  970.00, 3982.00,  737.00,          500,    1.124472,     32.1607
    458,  923.33, 3995.67,  736.33,          533,    1.161172,     32.0752
    459,  952.00, 4006.33,  736.33,          580,    6.582314,     32.3587
    460,  911.00, 3909.00,  738.00,          503,    2.818063,     31.5412
    461,  933.00, 3909.00,  738.00,          462,    0.872255,     31.4480
    461,  933.00, 3909.00,  738.00,          487,    0.557778,     31.4480
    462,  936.33, 3910.33,  737.67,          574,    0.406248,     31.4110
    463,  887.00, 3921.25,  737.00,          474,    2.953125,     30.9863
    463,  887.00, 3921.25,  737.00,          624,    1.173829,     30.9863
    464,  886.33, 3931.67,  737.33,          477,   -0.571859,     30.7262
    464,  886.33, 3931.67,  737.33,          538,    0.769921,     30.7262
    465,  937.00, 3933.00,  738.00,          520,    4.204196,     31.5518
    465,  937.00, 3933.00,  738.00,          478,   -1.209974,     31.5518
    466,  956.00, 3943.00,  738.00,          490,    0.434784,     31.6319
    466,  956.00, 3943.00,  738.00,          467,    0.406204,     31.6319
    467,  950.33, 3949.67,  737.33,          509,    1.338110,     31.4190
    468,  906.00, 3959.00,  738.00,          563,    1.780085,     31.2622
    468,  906.00, 3959.00,  738.00,          481,    0.399533,     31.2622
    469,  922.00, 3963.00,  738.00,          494,    0.623176,     31.2929
    469,  922.00, 3963.00,  738.00,          541,    0.448069,     31.2929
    470,  940.33, 3980.67,  737.33,          512,    1.342368,     31.9646
    470,  940.33, 3980.67,  737.33,          484,    0.875612,     31.9646
    470,  940.33, 3980.67,  737.33,          482,   -1.069895,     31.9646
    471,  951.00, 3986.00,  738.00,          499,   -0.249090,     31.9211
    471,  951.00, 3986.00,  738.00,          472,    0.738565,     31.9211
    472,  956.33, 3987.00,  737.67,          568,    3.864416,     31.8737
    473,  904.00, 4000.00,  738.00,          547,    0.878342,     32.0559
    474,  891.00, 3920.00,  739.00,          552,    3.709669,     30.8246
    475,  911.33, 3920.33,  739.00,          488,    0.821383,     30.8399
    475,  911.33, 3920.33,  739.00,          504,   -0.628083,     30.8399
    475,  911.33, 3920.33,  739.00,          489,   -0.193298,     30.8399
    476,  899.33, 3927.33,  738.67,          477,    1.903405,     30.8567
    476,  899.33, 3927.33,  738.67,          489,   -0.944113,     30.8567
    477,  898.25, 3934.00,  738.75,          522,    0.124754,     30.8087
    477,  898.25, 3934.00,  738.75,          479,    1.206798,     30.8087
    478,  939.00, 3936.00,  739.00,          523,    1.323326,     31.6052
    479,  894.50, 3939.50,  738.50,          583,    1.002417,     30.7139
    479,  894.50, 3939.50,  738.50,          524,   -0.271438,     30.7139
    479,  894.50, 3939.50,  738.50,          508,    0.475812,     30.7139
    480,  938.00, 3958.00,  739.00,          493,    1.395216,     31.3004
    480,  938.00, 3958.00,  739.00,          542,    0.533755,     31.3004
    481,  900.50, 3962.50,  738.50,          531,    1.948761,     31.1062
    482,  947.80, 3972.20,  737.80,          589,    6.898166,     32.0097
    484,  943.00, 3981.00,  739.00,          499,   -0.375463,     31.9319
    484,  943.00, 3981.00,  739.00,          634,    1.251077,     31.9319
    485,  942.00, 3989.00,  739.00,          499,   -0.154903,     31.9254
    485,  942.00, 3989.00,  739.00,          515,    0.583926,     31.9254
    485,  942.00, 3989.00,  739.00,          486,   -0.429024,     31.9254
    486,  943.43, 3992.71,  737.00,          546,    0.365516,     32.0394
    486,  943.43, 3992.71,  737.00,          580,    0.329252,     32.0394
    487,  924.33, 3908.00,  739.33,          549,    0.557778,     31.1541
    488,  915.33, 3921.00,  739.17,          553,    1.099335,     30.8006
    488,  915.33, 3921.00,  739.17,          554,    0.158032,     30.8006
    488,  915.33, 3921.00,  739.17,          537,    1.165371,     30.8006
    489,  904.50, 3923.67,  739.67,          504,   -0.326262,     30.9280
    490,  963.00, 3942.00,  740.00,          525,    2.008220,     31.5942
    490,  963.00, 3942.00,  740.00,          556,   -1.573435,     31.5942
    491,  904.00, 3947.00,  740.00,          524,    2.316587,     30.8697
    491,  904.00, 3947.00,  740.00,          559,    0.917019,     30.8697
    492,  927.00, 3949.00,  739.67,          507,   -0.100699,     31.0497
    492,  927.00, 3949.00,  739.67,          584,    0.543142,     31.0497
    492,  927.00, 3949.00,  739.67,          558,    1.215077,     31.0497
    493,  938.00, 3956.00,  740.00,          561,    1.966913,     31.1142
    494,  918.00, 3965.00,  740.00,          564,    0.200426,     31.2569
    494,  918.00, 3965.00,  740.00,          563,    0.422751,     31.2569
    495,  968.00, 3965.00,  740.00,          586,    1.139811,     31.2730
    495,  968.00, 3965.00,  740.00,          530,    1.073619,     31.2730
    496,  973.50, 3973.50,  738.50,          619,    1.466678,     32.0496
    497,  897.00, 3978.00,  740.00,          565,    4.488625,     31.6711
    497,  897.00, 3978.00,  740.00,          513,   -1.007801,     31.6711
    498,  913.00, 3978.00,  740.00,          632,    2.545939,     31.3221
    498,  913.00, 3978.00,  740.00,          545,   -1.254138,     31.3221
    500,  967.00, 3986.00,  740.00,          568,    0.836482,     31.7693
    500,  967.00, 3986.00,  740.00,          606,    0.287991,     31.7693
    501,  896.00, 3991.00,  740.00,          591,    2.125595,     31.8381
    501,  896.00, 3991.00,  740.00,          513,    1.140809,     31.8381
    502,  965.29, 4005.29,  738.57,          581,    0.958832,     31.8999
    502,  965.29, 4005.29,  738.57,          579,    2.490345,     31.8999
    503,  910.00, 3912.00,  741.00,          582,    1.885383,     31.3964
    503,  910.00, 3912.00,  741.00,          504,    0.932680,     31.3964
    504,  906.50, 3916.17,  739.33,          551,   -1.068212,     31.0793
    504,  906.50, 3916.17,  739.33,          535,   -0.247038,     31.0793
    505,  970.00, 3929.00,  741.00,          556,    3.884929,     32.8784
    506,  912.00, 3930.00,  741.00,          521,    0.297339,     30.8184
    507,  928.00, 3941.75,  739.75,          558,    1.171948,     31.0937
    507,  928.00, 3941.75,  739.75,          523,    0.049725,     31.0937
    508,  889.25, 3944.25,  739.75,          538,    0.046017,     30.6735
    508,  889.25, 3944.25,  739.75,          540,    1.752920,     30.6735
    509,  947.00, 3950.00,  741.00,          562,    1.139041,     31.0223
    509,  947.00, 3950.00,  741.00,          539,    0.199070,     31.0223
    510,  881.67, 3960.00,  740.33,          630,    2.671148,     31.0415
    511,  929.00, 3978.25,  740.00,          512,   -0.804377,     31.7967
    511,  929.00, 3978.25,  740.00,          566,    1.284575,     31.7967
    512,  934.33, 3981.33,  740.67,          544,    0.537994,     31.8554
    513,  895.80, 3984.00,  740.00,          689,    0.931268,     31.7439
    514,  878.00, 3984.50,  740.75,          577,    2.022720,     31.8553
    514,  878.00, 3984.50,  740.75,          569,    2.598139,     31.8553
    515,  940.00, 3989.00,  741.00,          635,    0.411997,     31.8268
    515,  940.00, 3989.00,  741.00,          516,    0.171929,     31.8268
    516,  937.00, 3990.00,  741.00,          544,    0.306009,     31.7943
    516,  937.00, 3990.00,  741.00,          517,   -0.134080,     31.7943
    517,  930.00, 3997.50,  741.00,          594,    0.396849,     31.8764
    517,  930.00, 3997.50,  741.00,          592,    2.023271,     31.8764
    517,  930.00, 3997.50,  741.00,          533,    1.336211,     31.8764
    518,  924.00, 3914.00,  742.00,          550,    1.124286,     31.0173
    518,  924.00, 3914.00,  742.00,          549,    0.223655,     31.0173
    519,  953.00, 3929.00,  742.00,          609,    0.958172,     31.7880
    519,  953.00, 3929.00,  742.00,          555,   -0.501130,     31.7880
    520,  940.00, 3931.00,  742.00,          598,    3.147735,     31.2848
    520,  940.00, 3931.00,  742.00,          574,    1.056460,     31.2848
